Symbol,logFC,PValue,FDR,
CR44575,-3.159596557,0.028440611,0.213766467,
Osi7,-3.155930501,0.014486353,0.150941435,
prd,-3.155262127,0.125552017,0.451669751,
Vm26Ab,-3.155262127,0.125552017,0.451669751,
Obp58d,-3.155262127,0.125552017,0.451669751,
CG13309,-3.155262127,0.125552017,0.451669751,
CG3669,-3.155262127,0.125552017,0.451669751,
CG31050,-3.155262127,0.125552017,0.451669751,
CG31226,-3.155262127,0.125552017,0.451669751,
CG30484,-3.154096165,0.002064912,0.050930946,
tsg,-3.153555287,0.156949427,0.503882506,
mt:tRNA:I,-3.153555287,0.156949427,0.503882506,
Ugt37c1,-3.153555287,0.156949427,0.503882506,
CSN1a,-3.153555287,0.156949427,0.503882506,
CR15280,-3.153555287,0.156949427,0.503882506,
CG15741,-3.153555287,0.156949427,0.503882506,
CG11227,-3.153555287,0.156949427,0.503882506,
CG3748,-3.153555287,0.156949427,0.503882506,
CG1428,-3.153555287,0.156949427,0.503882506,
CG11113,-3.153555287,0.156949427,0.503882506,
Obp58b,-3.153555287,0.156949427,0.503882506,
CG9592,-3.153555287,0.156949427,0.503882506,
CG13042,-3.153555287,0.156949427,0.503882506,
CG6885,-3.153555287,0.156949427,0.503882506,
CG11333,-3.153555287,0.156949427,0.503882506,
Gr59b,-3.153555287,0.156949427,0.503882506,
CG31680,-3.153555287,0.156949427,0.503882506,
tRNA:CR32363,-3.153555287,0.156949427,0.503882506,
CG33465,-3.153555287,0.156949427,0.503882506,
CG42823,-3.153555287,0.156949427,0.503882506,
CG43083,-3.153555287,0.156949427,0.503882506,
CG43101,-3.153555287,0.156949427,0.503882506,
Diedel2,-3.153555287,0.156949427,0.503882506,
CR43489,-3.153555287,0.156949427,0.503882506,
CR43615,-3.153555287,0.156949427,0.503882506,
CR43908,-3.153555287,0.156949427,0.503882506,
CR44312,-3.153555287,0.156949427,0.503882506,
CR44598,-3.153555287,0.156949427,0.503882506,
CR44786,-3.153555287,0.156949427,0.503882506,
CR45336,-3.153555287,0.156949427,0.503882506,
CR45471,-3.153555287,0.156949427,0.503882506,
CR45619,-3.153555287,0.156949427,0.503882506,
CR45899,-3.153555287,0.156949427,0.503882506,
CG5867,-3.15300082,0.055384317,0.301297577,
CkIIbeta2,-3.148997444,0.099063006,0.403911567,
CG15731,-3.148997444,0.099063006,0.403911567,
CG9316,-3.148997444,0.099063006,0.403911567,
CG13716,-3.148997444,0.099063006,0.403911567,
CG4950,-3.148997444,0.099063006,0.403911567,
CG6914,-3.148997444,0.099063006,0.403911567,
CG3610,-3.148997444,0.099063006,0.403911567,
lectin-21Cb,-3.148997444,0.099063006,0.403911567,
CG17239,-3.148997444,0.099063006,0.403911567,
CG32642,-3.148997444,0.099063006,0.403911567,
CG33627,-3.148997444,0.099063006,0.403911567,
snoRNA:Psi18S-841b,-3.148997444,0.099063006,0.403911567,
CG34166,-3.148997444,0.099063006,0.403911567,
CG42465,-3.148997444,0.099063006,0.403911567,
CG42753,-3.148997444,0.099063006,0.403911567,
CR43660,-3.148997444,0.099063006,0.403911567,
CR44225,-3.148997444,0.099063006,0.403911567,
CR44233,-3.148997444,0.099063006,0.403911567,
CR44311,-3.148997444,0.099063006,0.403911567,
CR44395,-3.148997444,0.099063006,0.403911567,
CR44747,-3.148997444,0.099063006,0.403911567,
CR44933,-3.148997444,0.099063006,0.403911567,
CR45295,-3.148997444,0.099063006,0.403911567,
CR45630,-3.148997444,0.099063006,0.403911567,
snRNA:U4:39B,-3.142741926,0.125227534,0.451669751,
PpD6,-3.142741926,0.125227534,0.451669751,
SkpD,-3.142741926,0.125227534,0.451669751,
CG12640,-3.142741926,0.125227534,0.451669751,
Her,-3.142741926,0.125227534,0.451669751,
CG17601,-3.142741926,0.125227534,0.451669751,
CG17105,-3.142741926,0.125227534,0.451669751,
CG5142,-3.142741926,0.125227534,0.451669751,
CG10202,-3.142741926,0.125227534,0.451669751,
Klp59C,-3.142741926,0.125227534,0.451669751,
Cpr62Bb,-3.142741926,0.125227534,0.451669751,
CG11350,-3.142741926,0.125227534,0.451669751,
CG13067,-3.142741926,0.125227534,0.451669751,
TwdlV,-3.142741926,0.125227534,0.451669751,
CG4706,-3.142741926,0.125227534,0.451669751,
CG14317,-3.142741926,0.125227534,0.451669751,
CR32011,-3.142741926,0.125227534,0.451669751,
CG34267,-3.142741926,0.125227534,0.451669751,
CR43452,-3.142741926,0.125227534,0.451669751,
CG15425,-3.142741926,0.125227534,0.451669751,
CR45637,-3.142741926,0.125227534,0.451669751,
CR45702,-3.142741926,0.125227534,0.451669751,
CR45733,-3.142741926,0.125227534,0.451669751,
CR44603,-3.138630988,0.010922109,0.129774242,
CR11538,-3.13819265,0.125159219,0.451669751,
CG12986,-3.13819265,0.125159219,0.451669751,
CG12035,-3.13819265,0.125159219,0.451669751,
CG18284,-3.13819265,0.125159219,0.451669751,
tRNA:CR31130,-3.13819265,0.125159219,0.451669751,
CG31910,-3.13819265,0.125159219,0.451669751,
snoRNA:U29:54Ec,-3.13819265,0.125159219,0.451669751,
snoRNA:185,-3.13819265,0.125159219,0.451669751,
CR44281,-3.13819265,0.125159219,0.451669751,
CR44601,-3.13819265,0.125159219,0.451669751,
Fbp2,-3.131951935,0.124987379,0.451669751,
Arp53D,-3.131951935,0.124987379,0.451669751,
Mtk,-3.131951935,0.124987379,0.451669751,
CG10205,-3.131951935,0.124987379,0.451669751,
CG9308,-3.131951935,0.124987379,0.451669751,
CG13711,-3.131951935,0.124987379,0.451669751,
Cpr65Az,-3.131951935,0.124987379,0.451669751,
CG14128,-3.131951935,0.124987379,0.451669751,
CR13656,-3.131951935,0.124987379,0.451669751,
CG14310,-3.131951935,0.124987379,0.451669751,
CG13998,-3.131951935,0.124987379,0.451669751,
CG33757,-3.131951935,0.124987379,0.451669751,
CG42752,-3.131951935,0.124987379,0.451669751,
CG43111,-3.131951935,0.124987379,0.451669751,
CG43445,-3.131951935,0.124987379,0.451669751,
CR43451,-3.131951935,0.124987379,0.451669751,
scaRNA:PsiU5-44,-3.131951935,0.124987379,0.451669751,
CR44032,-3.131951935,0.124987379,0.451669751,
CG2209,-3.130041123,0.000847006,0.03029477,
CG4382,-3.128441516,0.036771993,0.245173077,
Send1,-3.12118576,0.156766161,0.503882506,
CG15125,-3.12118576,0.156766161,0.503882506,
CG14573,-3.12118576,0.156766161,0.503882506,
CG5217,-3.12118576,0.156766161,0.503882506,
Ir94c,-3.12118576,0.156766161,0.503882506,
CG32061,-3.12118576,0.156766161,0.503882506,
CG34308,-3.12118576,0.156766161,0.503882506,
snoRNA:Psi28S-1837a,-3.12118576,0.156766161,0.503882506,
snoRNA:CG32479-b,-3.12118576,0.156766161,0.503882506,
Cpr5C,-3.119679385,0.031137465,0.225158778,
CR42653,-3.11199567,0.027999,0.212752528,
CG31646,-3.104319522,0.018860603,0.17234689,
CG17564,-3.104305471,0.040710501,0.258968599,
Hexo2,-3.089298934,0.000453798,0.019942021,
CG8925,-3.085109687,0.000119925,0.00924002,
CR41440,-3.084456566,0.056718908,0.306177182,
CG10073,-3.082483614,0.000525148,0.021965979,
CG43638,-3.073389296,0.059243332,0.31351464,
CR45680,-3.071954635,0.04564164,0.27503791,
snRNA:U4atac:82E,-3.07108841,0.034448258,0.235904475,
DptB,-3.068420344,0.049830095,0.286807425,
CG42319,-3.06825969,0.002203282,0.052860645,
Sfp53D,-3.068146182,0.003721495,0.07190642,
CR44529,-3.06661277,0.013259192,0.144883624,
snoRNA:Psi28S-291,-3.06293525,0.01597984,0.158496368,
CR33294,-3.060451303,0.005162892,0.086410507,
CG31619,-3.05827349,0.007492173,0.105251494,
mAChR-B,-3.058210468,0.017431172,0.165227798,
Vha14-2,-3.055891686,0.005500353,0.089157712,
CG31380,-3.050807712,0.038195573,0.250108788,
CG13949,-3.04943711,0.025704118,0.20406946,
CR44745,-3.046551232,0.033725972,0.233309921,
CR45577,-3.040745452,0.030317081,0.221860149,
mir-8,-3.037795221,0.006108291,0.094586899,
CG15196,-3.032510646,0.002152033,0.052131659,
jdp,-3.032283372,0.000389087,0.018336517,
Tsp42En,-3.030873385,0.000335498,0.01648275,
CG1545,-3.027966936,0.038817752,0.252669326,
CR44130,-3.027512488,0.031661715,0.226302982,
prc,-3.02619797,0.000977991,0.033021354,
CG31626,-3.025339731,0.000883244,0.031145019,
CG4714,-3.020640069,0.020142648,0.178648539,
vas,-3.019960795,0.000553822,0.022737905,
net,-3.018067873,0.009836685,0.12253819,
CG42866,-3.017588307,0.051959322,0.291717303,
CR44922,-3.015793463,0.00012862,0.009654776,
CG31091,-3.011757178,0.020424092,0.180000072,
CR43431,-3.008343415,0.04357288,0.268058272,
Tsp66E,-3.008214247,3.81E-05,0.004838576,
CR44396,-3.007220004,0.006503405,0.096968927,
CR45815,-3.007149901,2.11E-05,0.00347657,
CG10830,-3.006911324,2.40E-05,0.003747878,
Desi,-3.005313354,0.001292512,0.038815686,
Dpy-30L2,-3.004521247,0.044565954,0.271967388,
ndl,-3.003994013,0.008935468,0.116194298,
CG11068,-3.003517075,0.00253817,0.057391701,
CR44706,-2.99912219,0.085515091,0.378743716,
CR42657,-2.997676845,0.005468792,0.088893275,
Cpr65Ec,-2.989844925,0.085830914,0.379689179,
CG42832,-2.989800387,0.037436618,0.247519215,
CR45674,-2.989580088,0.013973578,0.148961822,
CanA1,-2.989107114,0.012328858,0.139142679,
CG13627,-2.989086411,0.007901852,0.107802962,
CG8100,-2.986788423,9.82E-05,0.008102922,
CG6761,-2.985403285,0.000766743,0.028532624,
CG42852,-2.984896852,0.035001168,0.237643802,
CG34445,-2.982359592,0.053645114,0.296259249,
CG34251,-2.978208419,0.002571285,0.057469226,
CR44732,-2.977407135,0.025717283,0.20408134,
CR45918,-2.974094636,0.046991672,0.277851365,
CR44495,-2.970829073,0.043952764,0.269164511,
niki,-2.961856931,0.043794679,0.268665582,
CG9657,-2.960374138,0.009353242,0.119693888,
CR45706,-2.959948037,0.020071904,0.17847786,
stum,-2.956255953,0.010842718,0.12918197,
CG32040,-2.953569231,0.000243596,0.013832763,
CG43187,-2.953491111,4.31E-06,0.001377426,
CG45079,-2.950155353,0.077194077,0.358747781,
CR14033,-2.948421077,0.00045996,0.020061595,
Muc26B,-2.944209752,0.023975425,0.196224944,
RhoGAP102A,-2.942743285,0.003611386,0.070573342,
Esyt2,-2.939051966,0.000507591,0.021600404,
CG5509,-2.936935321,0.031053127,0.224800992,
CG12239,-2.933063951,0.004270613,0.077402099,
CG34221,-2.930705,0.022600031,0.191231032,
CR45657,-2.929983276,0.001313021,0.039061783,
mir-7,-2.928952082,0.016985233,0.163585752,
CG34437,-2.92522091,0.006066435,0.094145469,
CG13008,-2.915652711,0.003008589,0.063683876,
lectin-46Cb,-2.911011947,0.037784429,0.248519312,
CR32160,-2.911011947,0.037784429,0.248519312,
CR44709,-2.911011947,0.037784429,0.248519312,
Npc2a,-2.909499803,2.37E-07,0.00016845,
Cad88C,-2.908982269,0.001093644,0.035421914,
tRNA:R:85Cb,-2.903022344,0.002061983,0.050930946,
CG11756,-2.901051243,0.027901476,0.212679144,
hydra,-2.899964121,0.048973856,0.284380059,
CG4955,-2.898707172,0.009690023,0.121900806,
CG13614,-2.893815804,0.006399296,0.096402829,
dyl,-2.892663496,0.047377896,0.279283754,
zfh1,-2.881943474,0.000273718,0.014434636,
sns,-2.878214061,0.005466892,0.088893275,
CG14125,-2.877934867,0.053829181,0.296894385,
CG43336,-2.872201432,0.010464171,0.126668134,
CG15824,-2.871442169,0.008768202,0.114530134,
CG14664,-2.866802991,0.017881129,0.168230737,
CR44190,-2.865770268,0.046076169,0.27503791,
CG43245,-2.860950546,0.019809308,0.177219842,
CR45629,-2.858727386,0.001115061,0.035653398,
CG12426,-2.858411849,0.051725834,0.291451172,
CG12617,-2.858411849,0.051725834,0.291451172,
Tsp74F,-2.855239257,0.003757994,0.072386918,
tRNA:G3:57BCb,-2.849564731,0.075725491,0.355480988,
snoRNA:Me18S-U1356c,-2.84803996,0.005756452,0.091361473,
CG44314,-2.846065929,0.046133355,0.27503791,
CR45512,-2.846065929,0.046133355,0.27503791,
CG14277,-2.845277127,0.046243478,0.275101508,
SoYb,-2.843345294,0.000308724,0.015788249,
CG7046,-2.841606608,0.058829195,0.312685697,
CR45316,-2.835831113,0.013422691,0.145996805,
CG8861,-2.833551818,0.000147114,0.01021042,
CR45232,-2.831504037,0.001506945,0.042305731,
CG31708,-2.821589225,0.000820467,0.029793331,
Alk,-2.816011368,0.003131342,0.064736611,
CG15308,-2.813997805,0.017067532,0.164185309,
CG13795,-2.810585768,0.099774166,0.404819021,
CG8560,-2.810220041,0.028052122,0.212823562,
CG32081,-2.803608669,0.026815325,0.208722758,
dpn,-2.801876679,0.000779252,0.028736319,
CG11600,-2.79976712,0.005410716,0.088583934,
CR44275,-2.794208773,0.006834741,0.100177411,
CR44854,-2.792326445,0.015740672,0.157047549,
GluClalpha,-2.786587027,5.45E-05,0.006061625,
CG14892,-2.786398481,0.005510301,0.089236261,
eIF4E-7,-2.778377054,0.024769396,0.199455251,
Ef1alpha100E,-2.774605243,6.62E-05,0.006505497,
CR45434,-2.770837493,0.051137451,0.289767735,
CR45245,-2.769584531,0.064269246,0.328099564,
CR44319,-2.766929652,0.051144254,0.289767735,
TotB,-2.764062921,0.082795925,0.372262398,
CG45072,-2.761766893,0.103324014,0.411930022,
ClC-a,-2.760635562,0.003635676,0.070860708,
NimB1,-2.758874225,0.036411622,0.243906269,
Or45a,-2.754667953,0.002404661,0.055927559,
CR44612,-2.753787666,0.051194055,0.289862096,
flam,-2.753291708,0.014659158,0.15135105,
RpL22-like,-2.752666632,0.035132823,0.237983372,
CG31204,-2.752266766,0.029082701,0.216449549,
gcm,-2.746282716,0.03275619,0.229893381,
CG6472,-2.74345367,0.062821417,0.323724947,
CR44110,-2.739125784,0.000293851,0.015280554,
CG44158,-2.738001913,0.001300514,0.038815686,
CG12672,-2.737767048,0.003884855,0.073865096,
dpr16,-2.737308882,0.000599892,0.024119789,
CG34340,-2.73551967,0.019313572,0.174570734,
GNBP2,-2.734268806,0.004991963,0.084356934,
CR44209,-2.729699207,0.025153649,0.201436501,
CR44492,-2.729000384,0.067580933,0.335496655,
kni,-2.728887175,0.002677967,0.058900494,
Obp69a,-2.727688749,0.001945617,0.049480387,
CG11762,-2.725431422,0.028686586,0.214432861,
NPF,-2.724737541,0.003152148,0.064860075,
CG14010,-2.723507785,0.010791254,0.128774418,
CR45737,-2.719937748,0.112835635,0.435073909,
CG17154,-2.719567015,0.105056731,0.416653565,
CG32091,-2.717582987,0.001470047,0.04173883,
CG43294,-2.717105514,0.041935164,0.26345044,
CG1136,-2.716998479,0.021731596,0.187142103,
Pxt,-2.715982074,0.01844578,0.170747534,
CG13245,-2.715306407,0.063262853,0.324884139,
CG43816,-2.715306407,0.063262853,0.324884139,
CG17440,-2.710705989,0.000896069,0.031300624,
tRNA:S7:23Eb,-2.709732236,0.034989621,0.237643802,
CG30324,-2.709706854,0.028681483,0.214432861,
CG13157,-2.709310881,0.093709803,0.393947337,
iab-8,-2.707645378,0.019163034,0.173838938,
rn,-2.706525472,0.031432911,0.225440193,
hgo,-2.704083704,0.039159693,0.254138419,
CG8661,-2.704056356,0.014309152,0.149961938,
CG8851,-2.703149387,0.007660697,0.106165223,
CG14372,-2.701087232,0.004111962,0.075970732,
CG17350,-2.698352998,0.058983726,0.312803324,
CG34460,-2.696844449,0.041328821,0.261142009,
CG32388,-2.695264538,0.014614507,0.151270374,
CG43439,-2.695264538,0.014614507,0.151270374,
Tsp42Ee,-2.690342367,1.16E-05,0.002340796,
CG15203,-2.688603859,0.017114807,0.164381099,
CG13622,-2.688237161,0.036282463,0.243320658,
Cyp6w1,-2.687127754,0.029961524,0.220086964,
CG13794,-2.686176446,0.073538579,0.351067875,
Syt4,-2.685587698,0.000757275,0.028240368,
CG8087,-2.682216723,0.036666389,0.245027525,
CR44062,-2.677975565,0.024929936,0.200103066,
CR45406,-2.677711718,0.001329017,0.039380077,
CG7841,-2.676703823,0.000512725,0.021608576,
CR42859,-2.675666498,0.000742806,0.027879117,
CG8550,-2.675579314,0.004635477,0.081074491,
mir-4951,-2.668485783,0.009847953,0.122591239,
fs(1)Ya,-2.666634271,0.045478572,0.274782587,
CG14516,-2.66498897,1.04E-05,0.00219649,
Crtp,-2.66030292,0.216583788,0.562609602,
CG15370,-2.66030292,0.216583788,0.562609602,
wuc,-2.66030292,0.216583788,0.562609602,
CG13544,-2.66030292,0.216583788,0.562609602,
CG13471,-2.66030292,0.216583788,0.562609602,
CG6036,-2.66030292,0.216583788,0.562609602,
Osi16,-2.66030292,0.216583788,0.562609602,
Csas,-2.66030292,0.216583788,0.562609602,
Cpr65Aw,-2.66030292,0.216583788,0.562609602,
tRNA:CR32518:Psi,-2.66030292,0.216583788,0.562609602,
CR43364,-2.66030292,0.216583788,0.562609602,
CR44455,-2.66030292,0.216583788,0.562609602,
CR44520,-2.66030292,0.216583788,0.562609602,
CR44546,-2.66030292,0.216583788,0.562609602,
CR44556,-2.66030292,0.216583788,0.562609602,
CR44970,-2.66030292,0.216583788,0.562609602,
CR45580,-2.66030292,0.216583788,0.562609602,
CR45751,-2.66030292,0.216583788,0.562609602,
CR46024,-2.66030292,0.216583788,0.562609602,
CG13022,-2.656696391,0.14564761,0.488658489,
Mst98Ca,-2.653332383,0.186037339,0.532100256,
PpD5,-2.653332383,0.186037339,0.532100256,
PpN58A,-2.653332383,0.186037339,0.532100256,
Prosbeta4R2,-2.653332383,0.186037339,0.532100256,
Hsp60C,-2.653332383,0.186037339,0.532100256,
CG11635,-2.653332383,0.186037339,0.532100256,
Cpr49Ad,-2.653332383,0.186037339,0.532100256,
CG17287,-2.653332383,0.186037339,0.532100256,
lox2,-2.653332383,0.186037339,0.532100256,
CG11269,-2.653332383,0.186037339,0.532100256,
CG13931,-2.653332383,0.186037339,0.532100256,
CG2113,-2.653332383,0.186037339,0.532100256,
CG13461,-2.653332383,0.186037339,0.532100256,
CG33259,-2.653332383,0.186037339,0.532100256,
CG14607,-2.653332383,0.186037339,0.532100256,
CG16904,-2.653332383,0.186037339,0.532100256,
CG4810,-2.653332383,0.186037339,0.532100256,
retinin,-2.653332383,0.186037339,0.532100256,
CG16824,-2.653332383,0.186037339,0.532100256,
Gr36b,-2.653332383,0.186037339,0.532100256,
CG32073,-2.653332383,0.186037339,0.532100256,
TwdlZ,-2.653332383,0.186037339,0.532100256,
CG32643,-2.653332383,0.186037339,0.532100256,
CG33923,-2.653332383,0.186037339,0.532100256,
Ctr1C,-2.653332383,0.186037339,0.532100256,
CG34435,-2.653332383,0.186037339,0.532100256,
CR41506,-2.653332383,0.186037339,0.532100256,
CG42710,-2.653332383,0.186037339,0.532100256,
mir-6-1,-2.653332383,0.186037339,0.532100256,
CR43096,-2.653332383,0.186037339,0.532100256,
CR43298,-2.653332383,0.186037339,0.532100256,
CG43312,-2.653332383,0.186037339,0.532100256,
CR43735,-2.653332383,0.186037339,0.532100256,
CG43760,-2.653332383,0.186037339,0.532100256,
CR43991,-2.653332383,0.186037339,0.532100256,
Ir47b,-2.653332383,0.186037339,0.532100256,
CR44232,-2.653332383,0.186037339,0.532100256,
CR44687,-2.653332383,0.186037339,0.532100256,
CR44752,-2.653332383,0.186037339,0.532100256,
CR44942,-2.653332383,0.186037339,0.532100256,
CR44973,-2.653332383,0.186037339,0.532100256,
tRNA:CR32456,-2.653332383,0.186037339,0.532100256,
CR45332,-2.653332383,0.186037339,0.532100256,
CR45368,-2.653332383,0.186037339,0.532100256,
CR45385,-2.653332383,0.186037339,0.532100256,
CR45441,-2.653332383,0.186037339,0.532100256,
CG45545,-2.653332383,0.186037339,0.532100256,
CR45569,-2.653332383,0.186037339,0.532100256,
CR45575,-2.653332383,0.186037339,0.532100256,
CG30275,-2.651578609,0.070097161,0.342428952,
sqz,-2.650372263,4.87E-05,0.00579825,
Ir10a,-2.648477257,0.000255923,0.013931381,
CG10019,-2.647823741,6.99E-05,0.006643318,
daw,-2.646634809,0.027736129,0.212326767,
bcd,-2.646377885,0.216364335,0.562609602,
tRNA:CR30233,-2.646377885,0.216364335,0.562609602,
CG1791,-2.646377885,0.216364335,0.562609602,
Obp19c,-2.646377885,0.216364335,0.562609602,
Prosbeta4R1,-2.646377885,0.216364335,0.562609602,
CG3513,-2.646377885,0.216364335,0.562609602,
CG13223,-2.646377885,0.216364335,0.562609602,
CG13438,-2.646377885,0.216364335,0.562609602,
CG18418,-2.646377885,0.216364335,0.562609602,
CG8006,-2.646377885,0.216364335,0.562609602,
CG13071,-2.646377885,0.216364335,0.562609602,
CG14454,-2.646377885,0.216364335,0.562609602,
CG15594,-2.646377885,0.216364335,0.562609602,
Or85d,-2.646377885,0.216364335,0.562609602,
CG14370,-2.646377885,0.216364335,0.562609602,
Art6,-2.646377885,0.216364335,0.562609602,
CG9722,-2.646377885,0.216364335,0.562609602,
CG4465,-2.646377885,0.216364335,0.562609602,
CG7080,-2.646377885,0.216364335,0.562609602,
CG5391,-2.646377885,0.216364335,0.562609602,
CG17380,-2.646377885,0.216364335,0.562609602,
CG10845,-2.646377885,0.216364335,0.562609602,
Cpr97Ea,-2.646377885,0.216364335,0.562609602,
lectin-29Ca,-2.646377885,0.216364335,0.562609602,
tRNA:CR30449,-2.646377885,0.216364335,0.562609602,
tRNA:CR31485:Psi,-2.646377885,0.216364335,0.562609602,
tRNA:CR31602,-2.646377885,0.216364335,0.562609602,
Ir67c,-2.646377885,0.216364335,0.562609602,
CG32188,-2.646377885,0.216364335,0.562609602,
CG32246,-2.646377885,0.216364335,0.562609602,
CG32720,-2.646377885,0.216364335,0.562609602,
CG33262,-2.646377885,0.216364335,0.562609602,
CG33773,-2.646377885,0.216364335,0.562609602,
CG34023,-2.646377885,0.216364335,0.562609602,
CG34282,-2.646377885,0.216364335,0.562609602,
snoRNA:Me5.8S-G74,-2.646377885,0.216364335,0.562609602,
mir-980,-2.646377885,0.216364335,0.562609602,
mir-314,-2.646377885,0.216364335,0.562609602,
CG43084,-2.646377885,0.216364335,0.562609602,
CR43132,-2.646377885,0.216364335,0.562609602,
CG43231,-2.646377885,0.216364335,0.562609602,
CR43303,-2.646377885,0.216364335,0.562609602,
mir-4969,-2.646377885,0.216364335,0.562609602,
CR43826,-2.646377885,0.216364335,0.562609602,
CR43882,-2.646377885,0.216364335,0.562609602,
CR43969,-2.646377885,0.216364335,0.562609602,
CR44212,-2.646377885,0.216364335,0.562609602,
CR44217,-2.646377885,0.216364335,0.562609602,
